context,query,code,answer,prediction
"Initially, event2 is happened. After Event event1, no other events will happen. After event2, event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event1 is happened and that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC ((state=event1) & (state=event1))
",False,True
"Initially, event1 is happened. After Event event2, no other events will happen. After event1, event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event1 is happened is not true.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : event2;
    esac;
LTLSPEC (! (state=event1))
",False,False
"Initially, event2 is happened. After Event event1, no other events will happen. After event2, event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened implies that it is the case that event2 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC ((state=event2) -> (state=event2))
",True,True
"Initially, event2 is happened. After Event event1, no other events will happen. After event2, event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened is not true.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC (! (state=event2))
",False,False
"Initially, event1 is happened. After event2, event1 will happen. After event1, event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened or that it is the case that event2 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC ((state=event2) | (state=event2))
",False,True
"Initially, event2 is happened. After event2, event1 will happen. After Event event1, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened and that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC ((state=event2) & (state=event1))
",False,True
"Initially, event2 is happened. After Event event2, no other events will happen. After event1, event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event1 is happened implies that it is the case that event2 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event2;
    esac;
LTLSPEC ((state=event1) -> (state=event2))
",True,True
"Initially, event1 is happened. After Event event2, no other events will happen. After event1, event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event1 is happened or that it is the case that event2 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : event2;
    esac;
LTLSPEC ((state=event1) | (state=event2))
",True,True
"Initially, event1 is happened. After Event event2, no other events will happen. After event1, event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event1 will always happen at any future time.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : event2;
    esac;
LTLSPEC (G (state=event1))
",False,False
"Initially, event2 is happened. After event2, event1 will happen. After event1, event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event1 will always happen at any future time.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC (G (state=event1))
",False,True
"Initially, event2 is happened. After Event event1, no other events will happen. After event2, event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event1 will always happen at any future time.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC (G (state=event1))
",False,True
"Initially, event1 is happened. After event2, event1 will happen. After event1, event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened and that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC ((state=event2) & (state=event1))
",False,True
"Initially, event1 is happened. After Event event1, no other events will happen. After event2, event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event2 will always happen at any future time.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC (G (state=event2))
",False,False
"Initially, event2 is happened. After event2, event1 will happen. After Event event1, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened or that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC ((state=event2) | (state=event1))
",True,True
"Initially, event1 is happened. After event1, event2 will happen. After Event event2, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event1 is happened implies that it is the case that event2 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : event2;
    esac;
LTLSPEC ((state=event1) -> (state=event2))
",False,True
"Initially, event2 is happened. After Event event2, no other events will happen. After Event event1, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened implies that it is the case that event2 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event2;
		state = event1 : event1;
    esac;
LTLSPEC ((state=event2) -> (state=event2))
",True,True
"Initially, event2 is happened. After event2, event1 will happen. After event1, event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event1 is happened implies that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC ((state=event1) -> (state=event1))
",True,True
"Initially, event2 is happened. After event1, event2 will happen. After Event event2, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event1 is happened implies that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event2;
    esac;
LTLSPEC ((state=event1) -> (state=event1))
",True,True
"Initially, event2 is happened. After event2, event1 will happen. After event1, event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened is not true.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC (! (state=event2))
",False,False
"Initially, event2 is happened. After event2, event1 will happen. After event1, event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event2 will happen eventually.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC (F (state=event2))
",True,True
"Initially, event1 is happened. After event2, event1 will happen. After Event event1, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event1 is happened and that it is the case that event2 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC ((state=event1) & (state=event2))
",False,True
"Initially, event2 is happened. After event2, event1 will happen. After Event event1, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event1 will happen eventually.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC (F (state=event1))
",True,True
"Initially, event1 is happened. After event1, event2 will happen. After event2, event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened implies that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC ((state=event2) -> (state=event1))
",True,True
"Initially, event1 is happened. After Event event2, no other events will happen. After event1, event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event1 will always happen at any future time.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : event2;
    esac;
LTLSPEC (G (state=event1))
",False,False
"Initially, event2 is happened. After event1, event2 will happen. After Event event2, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened is not true.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event2;
    esac;
LTLSPEC (! (state=event2))
",False,False
"Initially, event1 is happened. After Event event1, no other events will happen. After event2, event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event1 is happened or that it is the case that event2 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC ((state=event1) | (state=event2))
",True,True
"Initially, event1 is happened. After Event event1, no other events will happen. After Event event2, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event1 will happen at next time.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event2 : event2;
		state = event1 : event1;
    esac;
LTLSPEC (X (state=event1))
",True,False
"Initially, event1 is happened. After Event event1, no other events will happen. After Event event2, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened is not true.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event2 : event2;
		state = event1 : event1;
    esac;
LTLSPEC (! (state=event2))
",True,False
"Initially, event2 is happened. After Event event2, no other events will happen. After Event event1, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event2 will happen eventually.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event2;
		state = event1 : event1;
    esac;
LTLSPEC (F (state=event2))
",True,True
"Initially, event1 is happened. After event1, event2 will happen. After Event event2, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event1 will always happen at any future time.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : event2;
    esac;
LTLSPEC (G (state=event1))
",False,False
"Initially, event2 is happened. After Event event1, no other events will happen. After Event event2, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened or that it is the case that event2 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event2;
		state = event1 : event1;
    esac;
LTLSPEC ((state=event2) | (state=event2))
",True,True
"Initially, event2 is happened. After event2, event1 will happen. After event1, event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened or that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC ((state=event2) | (state=event1))
",True,True
"Initially, event2 is happened. After Event event1, no other events will happen. After Event event2, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event1 will happen at next time.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event2;
		state = event1 : event1;
    esac;
LTLSPEC (X (state=event1))
",False,False
"Initially, event2 is happened. After event1, event2 will happen. After Event event2, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened implies that it is the case that event2 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event2;
    esac;
LTLSPEC ((state=event2) -> (state=event2))
",True,True
"Initially, event1 is happened. After event1, event2 will happen. After event2, event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event1 is happened or that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC ((state=event1) | (state=event1))
",True,True
"Initially, event1 is happened. After Event event2, no other events will happen. After Event event1, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event2 will happen eventually.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event2 : event2;
		state = event1 : event1;
    esac;
LTLSPEC (F (state=event2))
",False,True
"Initially, event2 is happened. After Event event1, no other events will happen. After event2, event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened implies that it is the case that event2 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC ((state=event2) -> (state=event2))
",True,True
"Initially, event2 is happened. After event2, event1 will happen. After event1, event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened is not true.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC (! (state=event2))
",False,False
"Initially, event1 is happened. After Event event1, no other events will happen. After Event event2, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event1 is happened or that it is the case that event2 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event2 : event2;
		state = event1 : event1;
    esac;
LTLSPEC ((state=event1) | (state=event2))
",True,True
"Initially, event1 is happened. After event1, event2 will happen. After event2, event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened or that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC ((state=event2) | (state=event1))
",True,True
"Initially, event2 is happened. After Event event1, no other events will happen. After Event event2, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event2 will happen at next time.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event2;
		state = event1 : event1;
    esac;
LTLSPEC (X (state=event2))
",True,False
"Initially, event1 is happened. After event1, event2 will happen. After Event event2, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event1 is happened is not true.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : event2;
    esac;
LTLSPEC (! (state=event1))
",False,False
"Initially, event1 is happened. After event1, event2 will happen. After event2, event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened is not true.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC (! (state=event2))
",True,False
"Initially, event2 is happened. After event2, event1 will happen. After Event event1, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened is not true.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC (! (state=event2))
",False,False
"Initially, event2 is happened. After Event event1, no other events will happen. After Event event2, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened and that it is the case that event2 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event2;
		state = event1 : event1;
    esac;
LTLSPEC ((state=event2) & (state=event2))
",True,True
"Initially, event1 is happened. After event2, event1 will happen. After event1, event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened is not true.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC (! (state=event2))
",True,False
"Initially, event2 is happened. After event1, event2 will happen. After Event event2, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event1 is happened and that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event2;
    esac;
LTLSPEC ((state=event1) & (state=event1))
",False,True
"Initially, event1 is happened. After event1, event2 will happen. After event2, event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened is not true.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC (! (state=event2))
",True,False
"Initially, event1 is happened. After Event event1, no other events will happen. After Event event2, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event1 is happened implies that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event2 : event2;
		state = event1 : event1;
    esac;
LTLSPEC ((state=event1) -> (state=event1))
",True,True
"Initially, event1 is happened. After event2, event1 will happen. After Event event1, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event1 will always happen at any future time.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC (G (state=event1))
",True,True
"Initially, event2 is happened. After Event event1, no other events will happen. After event2, event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened is not true.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC (! (state=event2))
",False,False
"Initially, event1 is happened. After Event event2, no other events will happen. After Event event1, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened and that it is the case that event2 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event2 : event2;
		state = event1 : event1;
    esac;
LTLSPEC ((state=event2) & (state=event2))
",False,True
"Initially, event1 is happened. After Event event2, no other events will happen. After Event event1, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event1 will happen eventually.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event2 : event2;
		state = event1 : event1;
    esac;
LTLSPEC (F (state=event1))
",True,True
"Initially, event1 is happened. After event2, event1 will happen. After Event event1, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event1 is happened or that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC ((state=event1) | (state=event1))
",True,True
"Initially, event2 is happened. After Event event1, no other events will happen. After Event event2, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event2 will happen eventually.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event2;
		state = event1 : event1;
    esac;
LTLSPEC (F (state=event2))
",True,True
"Initially, event2 is happened. After Event event2, no other events will happen. After Event event1, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened is not true.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event2;
		state = event1 : event1;
    esac;
LTLSPEC (! (state=event2))
",False,False
"Initially, event2 is happened. After event2, event1 will happen. After Event event1, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event1 is happened or that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC ((state=event1) | (state=event1))
",False,True
"Initially, event2 is happened. After event1, event2 will happen. After event2, event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event1 is happened or that it is the case that event2 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC ((state=event1) | (state=event2))
",True,True
"Initially, event2 is happened. After Event event1, no other events will happen. After event2, event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened implies that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC ((state=event2) -> (state=event1))
",False,True
"Initially, event2 is happened. After Event event1, no other events will happen. After event2, event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event1 is happened and that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC ((state=event1) & (state=event1))
",False,True
"Initially, event2 is happened. After event2, event1 will happen. After event1, event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event1 will happen at next time.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event1;
    esac;
LTLSPEC (X (state=event1))
",True,True
"Initially, event2 is happened. After Event event1, no other events will happen. After Event event2, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened implies that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event2;
		state = event1 : event1;
    esac;
LTLSPEC ((state=event2) -> (state=event1))
",False,True
"Initially, event1 is happened. After event2, event1 will happen. After Event event1, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event2 will happen at next time.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC (X (state=event2))
",False,True
"Initially, event2 is happened. After Event event1, no other events will happen. After event2, event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event2 will always happen at any future time.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC (G (state=event2))
",False,False
"Initially, event2 is happened. After event1, event2 will happen. After Event event2, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event1 will happen at next time.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event1 : event2;
		state = event2 : event2;
    esac;
LTLSPEC (X (state=event1))
",False,True
"Initially, event1 is happened. After event2, event1 will happen. After Event event1, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event1 is happened is not true.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC (! (state=event1))
",False,False
"Initially, event1 is happened. After Event event2, no other events will happen. After event1, event2 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event2 will happen at next time.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event1 : event2;
		state = event2 : event2;
    esac;
LTLSPEC (X (state=event2))
",True,True
"Initially, event1 is happened. After Event event1, no other events will happen. After Event event2, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened is not true.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event2 : event2;
		state = event1 : event1;
    esac;
LTLSPEC (! (state=event2))
",True,False
"Initially, event1 is happened. After Event event1, no other events will happen. After Event event2, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened implies that it is the case that event1 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event2 : event2;
		state = event1 : event1;
    esac;
LTLSPEC ((state=event2) -> (state=event1))
",True,True
"Initially, event2 is happened. After Event event1, no other events will happen. After event2, event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event1 will happen eventually.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC (F (state=event1))
",True,True
"Initially, event1 is happened. After event2, event1 will happen. After Event event1, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event2 will always happen at any future time.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC (G (state=event2))
",False,False
"Initially, event1 is happened. After Event event1, no other events will happen. After event2, event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
The case of that it is the case that event2 is happened and that it is the case that event2 is happened.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event1;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC ((state=event2) & (state=event2))
",False,True
"Initially, event2 is happened. After event2, event1 will happen. After Event event1, no other events will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event1 will happen at next time.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC (X (state=event1))
",True,True
"Initially, event2 is happened. After Event event1, no other events will happen. After event2, event1 will happen.","Determine whether the following statement is true or false (answering in ""true"" or ""false"" directly):
Event1 will happen at next time.","MODULE main
VAR
    state : {event1, event2};
ASSIGN
    init(state) := event2;
    next(state) := case
        state = event2 : event1;
		state = event1 : event1;
    esac;
LTLSPEC (X (state=event1))
",True,True
